Ball,Runs,Commentary
49.6,2,"M Rahman to I Tahir, two runs."
49.5,2,"M Rahman to I Tahir, two runs."
49.4,•,"M Rahman to I Tahir, no run."
49.3,1,"M Rahman to K Rabada, one run."
49.2,•,"M Rahman to K Rabada, no run."
49.1,6,"M Rahman to K Rabada, SIX."
48.6,1,"M Saifuddin to K Rabada, one run."
48.5,1,"M Saifuddin to I Tahir, one run."
48.4,1,"M Saifuddin to K Rabada, one run."
48.3,2,"M Saifuddin to K Rabada, two runs."
48.2,1,"M Saifuddin to I Tahir, one run."
48.1,1,"M Saifuddin to K Rabada, one run."
47.6,2,"M Rahman to I Tahir, two runs."
47.5,2,"M Rahman to I Tahir, two runs."
47.4,•,"M Rahman to I Tahir, no run."
47.3,•,"M Rahman to I Tahir, no run."
47.2,•,"M Rahman to I Tahir, no run."
47.1,W,"M Rahman to JP Duminy, WICKET!!! JP Duminy is out b Mustafizur Rahman."
46.6,•,"M Saifuddin to K Rabada, no run."
46.5,1,"M Saifuddin to JP Duminy, one run."
46.4,4,"M Saifuddin to JP Duminy, FOUR."
46.3,4,"M Saifuddin to JP Duminy, FOUR."
46.2,1,"M Saifuddin to K Rabada, one run."
46.1,1,"M Saifuddin to JP Duminy, one run."
45.6,1,"M Rahman to JP Duminy, one run."
45.5,W,"M Rahman to C Morris, WICKET!!! C Morris is out c Soumya Sarkar b Mustafizur Rahman."
45.4,4,"M Rahman to C Morris, FOUR."
45.3,•,"M Rahman to C Morris, no run."
45.2,1,"M Rahman to JP Duminy, one run."
45.1,2,"M Rahman to JP Duminy, two runs."
44.6,1,"M Saifuddin to JP Duminy, one run."
44.5,1,"M Saifuddin to C Morris, one run."
44.4,1,"M Saifuddin to JP Duminy, one run."
44.3,2,"M Saifuddin to JP Duminy, two runs."
44.2,1,"M Saifuddin to C Morris, one run."
44.2,1Nb,"M Saifuddin to C Morris, 1 run, no-ball."
44.1,1,"M Saifuddin to JP Duminy, one run."
44.1,1Wd,"M Saifuddin to JP Duminy, wide delivery."
43.6,1,"S Al Hasan to JP Duminy, one run."
43.5,1,"S Al Hasan to C Morris, one run."
43.4,2,"S Al Hasan to C Morris, two runs."
43.3,1,"S Al Hasan to JP Duminy, one run."
43.2,1,"S Al Hasan to C Morris, one run."
43.1,1,"S Al Hasan to JP Duminy, one run."
42.6,•,"M Saifuddin to C Morris, no run."
42.5,W,"M Saifuddin to A Phehlukwayo, WICKET!!! A Phehlukwayo is out c Shakib Al Hasan b Mohammad Saifuddin."
42.4,1,"M Saifuddin to JP Duminy, one run."
42.3,1,"M Saifuddin to A Phehlukwayo, one run."
42.3,1Wd,"M Saifuddin to A Phehlukwayo, wide delivery."
42.2,1,"M Saifuddin to JP Duminy, one run."
42.1,4,"M Saifuddin to JP Duminy, FOUR."
41.6,1,"S Al Hasan to JP Duminy, one run."
41.5,•,"S Al Hasan to JP Duminy, no run."
41.4,4,"S Al Hasan to JP Duminy, FOUR."
41.3,1,"S Al Hasan to A Phehlukwayo, one run."
41.2,•,"S Al Hasan to A Phehlukwayo, no run."
41.1,•,"S Al Hasan to A Phehlukwayo, no run."
40.6,1,"M Mortaza to A Phehlukwayo, one run."
40.5,1,"M Mortaza to JP Duminy, one run."
40.4,2,"M Mortaza to JP Duminy, two runs."
40.3,1,"M Mortaza to A Phehlukwayo, one run."
40.2,4,"M Mortaza to A Phehlukwayo, FOUR."
40.1,1,"M Mortaza to JP Duminy, one run."
39.6,•,"M Saifuddin to A Phehlukwayo, no run."
39.5,•,"M Saifuddin to A Phehlukwayo, no run."
39.4,•,"M Saifuddin to A Phehlukwayo, no run."
39.3,•,"M Saifuddin to A Phehlukwayo, no run."
39.2,•,"M Saifuddin to A Phehlukwayo, no run."
39.1,W,"M Saifuddin to R van der Dussen, WICKET!!! R van der Dussen is out b Mohammad Saifuddin."
38.6,•,"M Hasan to JP Duminy, no run."
38.5,1,"M Hasan to R van der Dussen, one run."
38.4,1,"M Hasan to JP Duminy, one run."
38.3,•,"M Hasan to JP Duminy, no run."
38.2,2,"M Hasan to JP Duminy, two runs."
38.1,1,"M Hasan to R van der Dussen, one run."
37.6,1,"M Rahman to R van der Dussen, one run."
37.5,4,"M Rahman to R van der Dussen, FOUR."
37.4,6,"M Rahman to R van der Dussen, SIX."
37.3,2,"M Rahman to R van der Dussen, two runs."
37.2,1,"M Rahman to JP Duminy, one run."
37.2,1Wd,"M Rahman to JP Duminy, wide delivery."
37.1,•,"M Rahman to JP Duminy, no run."
36.6,1,"M Hasan to JP Duminy, one run."
36.5,•,"M Hasan to JP Duminy, no run."
36.4,•,"M Hasan to JP Duminy, no run."
36.3,1,"M Hasan to R van der Dussen, one run."
36.2,1,"M Hasan to JP Duminy, one run."
36.1,•,"M Hasan to JP Duminy, no run."
35.6,•,"M Rahman to R van der Dussen, no run."
35.5,1,"M Rahman to JP Duminy, one run."
35.4,1,"M Rahman to R van der Dussen, one run."
35.3,•,"M Rahman to R van der Dussen, no run."
35.2,1,"M Rahman to JP Duminy, one run."
35.1,W,"M Rahman to D Miller, WICKET!!! D Miller is out c Mehedi Hasan b Mustafizur Rahman."
35.1,1Wd,"M Rahman to D Miller, wide delivery."
34.6,•,"M Saifuddin to R van der Dussen, no run."
34.5,•,"M Saifuddin to R van der Dussen, no run."
34.4,1,"M Saifuddin to D Miller, one run."
34.3,•,"M Saifuddin to D Miller, no run."
34.2,4,"M Saifuddin to D Miller, FOUR."
34.1,•,"M Saifuddin to D Miller, no run."
33.6,1,"M Rahman to D Miller, one run."
33.5,•,"M Rahman to D Miller, no run."
33.4,1,"M Rahman to R van der Dussen, one run."
33.3,1,"M Rahman to D Miller, one run."
33.2,•,"M Rahman to D Miller, no run."
33.1,1,"M Rahman to R van der Dussen, one run."
32.6,1,"Mosaddek Hossain to R van der Dussen, one run."
32.5,4B,"Mosaddek Hossain to R van der Dussen, 4 byes."
32.4,1,"Mosaddek Hossain to D Miller, one run."
32.3,1,"Mosaddek Hossain to R van der Dussen, one run."
32.2,1,"Mosaddek Hossain to D Miller, one run."
32.1,1,"Mosaddek Hossain to R van der Dussen, one run."
31.6,4,"M Hasan to D Miller, FOUR."
31.5,1,"M Hasan to R van der Dussen, one run."
