Ball,Runs,Commentary
45.4,W,"K Richardson to S Afridi, WICKET!!! S Ahmed is out run out (Glenn Maxwell)."
45.3,•,"K Richardson to S Afridi, no run."
45.2,•,"K Richardson to S Afridi, no run."
45.1,•,"K Richardson to S Afridi, no run."
44.6,1,"M Starc to S Afridi, one run."
44.5,•,"M Starc to S Afridi, no run."
44.4,W,"M Starc to M Amir, WICKET!!! M Amir is out b Mitchell Starc."
44.3,•,"M Starc to M Amir, no run."
44.3,1Wd,"M Starc to M Amir, wide delivery."
44.2,W,"M Starc to Wahab Riaz, WICKET!!! Wahab Riaz is out c Alex Carey b Mitchell Starc."
44.1,1,"M Starc to S Ahmed, one run."
43.6,1,"K Richardson to S Ahmed, one run."
43.5,•,"K Richardson to S Ahmed, no run."
43.4,1,"K Richardson to Wahab Riaz, one run."
43.3,1,"K Richardson to S Ahmed, one run."
43.2,1,"K Richardson to Wahab Riaz, one run."
43.1,2,"K Richardson to Wahab Riaz, two runs."
42.6,1,"M Starc to Wahab Riaz, one run."
42.5,•,"M Starc to Wahab Riaz, no run."
42.4,•,"M Starc to Wahab Riaz, no run."
42.3,1,"M Starc to S Ahmed, one run."
42.2,1,"M Starc to Wahab Riaz, one run."
42.1,•,"M Starc to Wahab Riaz, no run."
41.6,1,"N Coulter-Nile to Wahab Riaz, one run."
41.5,1,"N Coulter-Nile to S Ahmed, one run."
41.4,1,"N Coulter-Nile to Wahab Riaz, one run."
41.3,6,"N Coulter-Nile to Wahab Riaz, SIX."
41.2,•,"N Coulter-Nile to Wahab Riaz, no run."
41.1,1,"N Coulter-Nile to S Ahmed, one run."
40.6,1,"G Maxwell to S Ahmed, one run."
40.5,1,"G Maxwell to Wahab Riaz, one run."
40.4,1,"G Maxwell to S Ahmed, one run."
40.3,1,"G Maxwell to Wahab Riaz, one run."
40.2,6,"G Maxwell to Wahab Riaz, SIX."
40.1,4,"G Maxwell to Wahab Riaz, FOUR."
39.6,1,"P Cummins to Wahab Riaz, one run."
39.5,•,"P Cummins to Wahab Riaz, no run."
39.4,•,"P Cummins to Wahab Riaz, no run."
39.3,•,"P Cummins to Wahab Riaz, no run."
39.2,•,"P Cummins to Wahab Riaz, no run."
39.1,1,"P Cummins to S Ahmed, one run."
38.6,6,"N Coulter-Nile to Wahab Riaz, SIX."
38.5,1,"N Coulter-Nile to S Ahmed, one run."
38.4,•,"N Coulter-Nile to S Ahmed, no run."
38.3,1,"N Coulter-Nile to Wahab Riaz, one run."
38.2,2,"N Coulter-Nile to Wahab Riaz, two runs."
38.1,1,"N Coulter-Nile to S Ahmed, one run."
37.6,•,"P Cummins to Wahab Riaz, no run."
37.5,1,"P Cummins to S Ahmed, one run."
37.4,•,"P Cummins to S Ahmed, no run."
37.3,1,"P Cummins to Wahab Riaz, one run."
37.2,1,"P Cummins to S Ahmed, one run."
37.1,•,"P Cummins to S Ahmed, no run."
36.6,1,"M Starc to S Ahmed, one run."
36.5,1,"M Starc to Wahab Riaz, one run."
36.4,4,"M Starc to Wahab Riaz, FOUR."
36.3,•,"M Starc to Wahab Riaz, no run."
36.2,•,"M Starc to Wahab Riaz, no run."
36.1,1,"M Starc to S Ahmed, one run."
35.6,•,"P Cummins to Wahab Riaz, no run."
35.5,1,"P Cummins to S Ahmed, one run."
35.4,1,"P Cummins to Wahab Riaz, one run."
35.3,•,"P Cummins to Wahab Riaz, no run."
35.2,•,"P Cummins to Wahab Riaz, no run."
35.1,•,"P Cummins to Wahab Riaz, no run."
34.6,•,"M Starc to S Ahmed, no run."
34.5,1,"M Starc to Wahab Riaz, one run."
34.4,•,"M Starc to Wahab Riaz, no run."
34.3,1,"M Starc to S Ahmed, one run."
34.2,2,"M Starc to S Ahmed, two runs."
34.1,1,"M Starc to Wahab Riaz, one run."
33.6,•,"K Richardson to S Ahmed, no run."
33.5,W,"K Richardson to H Ali, WICKET!!! H Ali is out c Usman Khawaja b Kane Richardson."
33.4,4,"K Richardson to H Ali, FOUR."
33.3,4,"K Richardson to H Ali, FOUR."
33.2,•,"K Richardson to H Ali, no run."
33.1,1,"K Richardson to S Ahmed, one run."
32.6,1,"G Maxwell to S Ahmed, one run."
32.5,1,"G Maxwell to H Ali, one run."
32.4,6,"G Maxwell to H Ali, SIX."
32.3,•,"G Maxwell to H Ali, no run."
32.2,1,"G Maxwell to S Ahmed, one run."
32.1,•,"G Maxwell to S Ahmed, no run."
31.6,•,"K Richardson to H Ali, no run."
31.5,6,"K Richardson to H Ali, SIX."
31.4,6,"K Richardson to H Ali, SIX."
31.3,•,"K Richardson to H Ali, no run."
31.3,1Wd,"K Richardson to H Ali, wide delivery."
31.2,1,"K Richardson to S Ahmed, one run."
31.1,•,"K Richardson to S Ahmed, no run."
30.6,•,"G Maxwell to H Ali, no run."
30.5,4,"G Maxwell to H Ali, FOUR."
30.4,•,"G Maxwell to H Ali, no run."
30.3,1,"G Maxwell to S Ahmed, one run."
30.2,1,"G Maxwell to H Ali, one run."
30.1,1,"G Maxwell to S Ahmed, one run."
30.1,1Wd,"G Maxwell to S Ahmed, wide delivery."
29.6,W,"K Richardson to A Ali, WICKET!!! A Ali is out c Alex Carey b Kane Richardson."
29.5,1,"K Richardson to S Ahmed, one run."
29.4,•,"K Richardson to S Ahmed, no run."
29.3,2,"K Richardson to S Ahmed, two runs."
29.2,1,"K Richardson to A Ali, one run."
29.1,1,"K Richardson to S Ahmed, one run."
28.6,1,"A Finch to S Ahmed, one run."
28.5,1,"A Finch to A Ali, one run."
28.4,1,"A Finch to S Ahmed, one run."
28.3,•,"A Finch to S Ahmed, no run."
28.2,1,"A Finch to A Ali, one run."
28.1,•,"A Finch to A Ali, no run."
